Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-CMP-078,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-078,Ledger expression is candidate only; independently resolve every target and scope,"Approved (restates the already-adopted WCAG 2.2 SC 4.1.2 Name, Role, Value and SC 2.1.1 Keyboard)",ABSENT,PASS,"Approved (restates the already-adopted WCAG 2.2 SC 4.1.2 Name, Role, Value and SC 2.1.1 Keyboard)",GROUP PRESENT,"Approved (restates the already-adopted WCAG 2.2 SC 4.1.2 Name, Role, Value and SC 2.1.1 Keyboard)",Owned fallback applied,None,PASS,None
KBDL-CMP-078,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-078,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Manual accessible-name and keyboard review once implemented. ### 11.6 Modal Dialog,Manual accessible-name and keyboard review once implemented. ### 11.6 Modal Dialog,Not applicable,Manual accessible-name and keyboard review once implemented. ### 11.6 Modal Dialog,GROUP PRESENT,Manual accessible-name and keyboard review once implemented. ### 11.6 Modal Dialog,Higher source preserved,None,PASS,None
KBDL-CMP-078,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-078,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-078,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-078,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-078,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-078,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-079,ID parsed from normative block heading,KBDL-CMP-079,KBDL-CMP-079,Not applicable,KBDL-CMP-079,GROUP PRESENT,KBDL-CMP-079,Higher source preserved,None,PASS,None
KBDL-CMP-079,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Administrative grouping derived from readable traceability group,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",ABSENT,Not applicable,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",GROUP PRESENT,"Overlay architecture; Tooltip, Popover, Menu surface, Listbox popup, Dialog, Modal Dialog, Alert Dialog, Drawer/Sheet; overlay layering and nesting",Owned fallback applied,None,PASS,None
KBDL-CMP-079,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Derived from owning module and approved roadmap sequence,KBDL-008,ABSENT,Not applicable,KBDL-008,GROUP PRESENT,KBDL-008,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Derived from normative source file and validated heading anchor,components-system.md#116-modal-dialog,[§11.6](#116-modal-dialog).,Not applicable,components-system.md#116-modal-dialog,GROUP PRESENT,components-system.md#116-modal-dialog,Higher source preserved,None,PASS,None
KBDL-CMP-079,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-079,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-CMP-079,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-079,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-CMP-079,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-079,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-CMP-079,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-079,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-079,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-CMP-079,Ledger expression is candidate only; independently resolve every target and scope,"Approved (restates KBDL-CMP-071 and the already-adopted WCAG 2.2 SC 2.1.2 No Keyboard Trap, applied to the definition of modality itself — this is the ""modal integrity"" rule)",ABSENT,PASS,"Approved (restates KBDL-CMP-071 and the already-adopted WCAG 2.2 SC 2.1.2 No Keyboard Trap, applied to the definition of modality itself — this is the ""modal integrity"" rule)",GROUP PRESENT,"Approved (restates KBDL-CMP-071 and the already-adopted WCAG 2.2 SC 2.1.2 No Keyboard Trap, applied to the definition of modality itself — this is the ""modal integrity"" rule)",Owned fallback applied,None,PASS,None
KBDL-CMP-079,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,components-system.md,KBDL-CMP-079,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"Manual modality-compliance review once implemented. Exact modal sizing, placement, and nested-modal policy are new decisions:","Manual modality-compliance review once implemented. Exact modal sizing, placement, and nested-modal policy are new decisions:",Not applicable,"Manual modality-compliance review once implemented. Exact modal sizing, placement, and nested-modal policy are new decisions:",GROUP PRESENT,"Manual modality-compliance review once implemented. Exact modal sizing, placement, and nested-modal policy are new decisions:",Higher source preserved,None,PASS,None
KBDL-CMP-079,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-079,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no implementation exists yet,ABSENT,Not applicable,Not verified — no implementation exists yet,GROUP PRESENT,Not verified — no implementation exists yet,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-CMP-079,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,ABSENT,Not applicable,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,GROUP PRESENT,KBDL-CMP-083 additionally notes that navigation-drawer use remains bound by the unapproved KBDL-CMP-041 (KBDL-007) regardless of this item's own approval,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-CMP-079,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-CMP-079,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-CMP-079,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-CMP-080,Requirement ID,A — Normative-owned,Normative requirement block,components-system.md,KBDL-CMP-080,ID parsed from normative block heading,KBDL-CMP-080,KBDL-CMP-080,Not applicable,KBDL-CMP-080,GROUP PRESENT,KBDL-CMP-080,Higher source preserved,None,PASS,None
