Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-THM-011,Status-family theme colors; gradient strategy; color-value expression convention,KBDL-004,themes/adaptation.md#6-color-value-expression,Approved,User-provided,Not applicable,None,None,RESOLVED,"Project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-012,"Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",KBDL-004,themes/adaptation.md#7-theme-transition-guidance,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review confirming no timing/easing values were introduced (performed); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-012a,"Theme-transition guidance (conceptual, no timing/easing); reduced-motion requirement",KBDL-004,themes/adaptation.md#71-requirements,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review confirming reduced-motion behavior is honored once implemented.,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-013,Full six-level theme-selection precedence ordering,KBDL-004,themes/README.md#5-theme-selection-precedence,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of the full precedence flow once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-014,Detailed permitted project-override list and documentation requirement,KBDL-004,themes/adaptation.md#1-project-controlled-adaptation,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of the override list once a project theme exists; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until a project theme exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-015,Named local-contrast-context set and nesting rules,KBDL-004,themes/adaptation.md#2-local-contrast-contexts,Approved,User-provided,Not verified,None,Not verified,RESOLVED,"Manual review of context usage against the defined set and rules once implemented; project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-VAL-001,Final validation methodology; evidence classification; complete inventory; authority and status integrity,KBDL-011,validation.md#4-evidence-classification,Approved,Confirmed,Verified,Verified,None,RESOLVED,Classification audit executed by the final validator; PASS,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,Runtime claims remain Class E,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-VAL-002,Final validation methodology; evidence classification; complete inventory; authority and status integrity,KBDL-011,validation.md#8-requirement-inventory,Approved,Confirmed,Verified,Verified,None,RESOLVED,"Parser inventory; 317 unique requirements, zero gaps/duplicates",Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,None,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-VAL-003,Final validation methodology; evidence classification; complete inventory; authority and status integrity,KBDL-011,validation.md#9-lifecycle-status-audit,Approved,Confirmed,Verified,Complete R15 lifecycle and authority semantic audit,None,RESOLVED,Exact standard-clause and complete authority-reference classification audit,Executed evidence — docs/kbdl/evidence/kbdl-011-r15/artifacts/val-003-audit.txt; 26-mutation suite PASS.,Historical approval commands remain unrecovered,None — Approved,None,RESOLVED,R15 restores only the executed repository method; lifecycle provenance and authority scope unchanged.,PASS,None
KBDL-VAL-004,Final validation methodology; evidence classification; complete inventory; authority and status integrity,KBDL-011,validation.md#11-validation-status-audit,Approved,Confirmed,Not verified,None,Complete R12 gate remains Not verified,RESOLVED,"Corrected clause/scope audit is complete, but the fixed-point gate depends on unresolved VAL-003 and VAL-006 source derivation",R12 source-derived audit records the unresolved source coverage; no PASS claimed,No unsupported clause is retained as Verified; the aggregate gate remains Not verified,None — Approved,None,RESOLVED,"R12 removes the R11 false-positive restoration; lifecycle, provenance, and authority are unchanged.",PASS,None
KBDL-VAL-005,Decision and pending integrity; traceability; documentation integrity; static cross-module consistency,KBDL-011,validation.md#13-decision-register-audit,Approved,Confirmed,Verified,Verified,None,RESOLVED,Decision/packet audit; zero orphan or untracked items,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,Pending choices remain unavailable for implementation,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
