Group,Requirement ID,Field,Resolved value,Source syntax,Resolution status,Defect details
57,KBDL-CMP-047,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-047,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-047,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-048,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-048,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-048,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-048,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-048,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-048,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-048,validation status,Not applicable,inverse status per-ID map,resolved,None
57,KBDL-CMP-048,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-048,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-048,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-048,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-048,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
57,KBDL-CMP-049,blueprint section,"Skip Link, Navigation Link/List, Primary/Global Navigation, Local/Section Navigation, Breadcrumb, Tabs, Pagination, Back Link",uniform/shared summary,summary,None
57,KBDL-CMP-049,roadmap prompt,KBDL-007,uniform/shared summary,summary,None
57,KBDL-CMP-049,requirement id,"KBDL-CMP-038, 039, 040, 041, 042, 043, 044, 045, 046, 047, 048, 049",uniform/shared summary,summary,None
57,KBDL-CMP-049,specification location,components-core.md §24,uniform/shared summary,summary,None
57,KBDL-CMP-049,approval status,"KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049 Approved (restate WCAG 2.2, WAI-ARIA tabs pattern, and already-approved responsive/navigation rules); KBDL-CMP-041 (navigation collapse threshold), 044 (breadcrumb truncation model), 046 (tabs activation model), 048 (pagination truncation model) Recommended (new component-level guidance, some contingent on unapproved KBDL-RSP-002/008)",uniform/shared summary,summary,None
57,KBDL-CMP-049,provenance,"Confirmed for KBDL-CMP-038, 039, 040, 042, 043, 045, 047, 049; Assumed for KBDL-CMP-041, 044, 046, 048",uniform/shared summary,summary,None
57,KBDL-CMP-049,validation status,Not verified,inverse status per-ID map,resolved,None
57,KBDL-CMP-049,validation method,Manual keyboard/ARIA review once implemented; project-owner review of KBDL-CMP-041/044/046/048 (not yet performed),uniform/shared summary,summary,None
57,KBDL-CMP-049,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
57,KBDL-CMP-049,known limitation,KBDL-CMP-041 additionally depends on the unapproved KBDL-RSP-002/008 and cannot be approved independently of them,uniform/shared summary,summary,None
57,KBDL-CMP-049,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-007 decision packet,uniform/shared summary,summary,None
57,KBDL-CMP-049,notes,"KBDL-CMP-044, 046, 048 map to approval-ready KBDL-007 decision packet items 7, 2, and 8 respectively. KBDL-CMP-041 maps to a contingent, not-approval-ready item in §35.3 — it remains Recommended, but cannot be approved through the KBDL-007 packet until its KBDL-RSP-002/008 dependencies are approved or replaced",uniform/shared summary,summary,None
58,KBDL-CMP-052,blueprint section,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",uniform/shared summary,summary,None
58,KBDL-CMP-052,roadmap prompt,KBDL-008,uniform/shared summary,summary,None
58,KBDL-CMP-052,requirement id,"KBDL-CMP-052, 053, 054, 055, 062, 065, 067, 068, 069, 070",uniform/shared summary,summary,None
58,KBDL-CMP-052,specification location,"components-system.md §5, §7, §8, §9",uniform/shared summary,summary,None
58,KBDL-CMP-052,approval status,"KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070 Approved (restate KBDL-007's scope-control and accessible-naming rules, native-semantics-first rule, WCAG 1.3.1/1.4.1, and the adopted ARIA disclosure/region definitions); KBDL-CMP-067 (card-variant taxonomy), 069 (accordion open model) Recommended (new component-level taxonomy)",uniform/shared summary,summary,None
58,KBDL-CMP-052,provenance,"Confirmed for KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070; Assumed for KBDL-CMP-067, 069",uniform/shared summary,summary,None
58,KBDL-CMP-052,validation status,Not applicable,inverse status per-ID map,resolved,None
58,KBDL-CMP-052,validation method,Manual semantic-structure and DOM-relationship review once implemented; project-owner review of KBDL-CMP-067/069 (not yet performed),uniform/shared summary,summary,None
58,KBDL-CMP-052,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
58,KBDL-CMP-052,known limitation,Implementation-dependent,uniform/shared summary,summary,None
58,KBDL-CMP-052,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-008 decision packet,uniform/shared summary,summary,None
58,KBDL-CMP-052,notes,"KBDL-CMP-067, 069 map to KBDL-008 decision packet items 1 and 2 respectively",uniform/shared summary,summary,None
58,KBDL-CMP-053,blueprint section,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",uniform/shared summary,summary,None
58,KBDL-CMP-053,roadmap prompt,KBDL-008,uniform/shared summary,summary,None
58,KBDL-CMP-053,requirement id,"KBDL-CMP-052, 053, 054, 055, 062, 065, 067, 068, 069, 070",uniform/shared summary,summary,None
58,KBDL-CMP-053,specification location,"components-system.md §5, §7, §8, §9",uniform/shared summary,summary,None
58,KBDL-CMP-053,approval status,"KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070 Approved (restate KBDL-007's scope-control and accessible-naming rules, native-semantics-first rule, WCAG 1.3.1/1.4.1, and the adopted ARIA disclosure/region definitions); KBDL-CMP-067 (card-variant taxonomy), 069 (accordion open model) Recommended (new component-level taxonomy)",uniform/shared summary,summary,None
58,KBDL-CMP-053,provenance,"Confirmed for KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070; Assumed for KBDL-CMP-067, 069",uniform/shared summary,summary,None
58,KBDL-CMP-053,validation status,Not verified,inverse status per-ID map,resolved,None
58,KBDL-CMP-053,validation method,Manual semantic-structure and DOM-relationship review once implemented; project-owner review of KBDL-CMP-067/069 (not yet performed),uniform/shared summary,summary,None
58,KBDL-CMP-053,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
58,KBDL-CMP-053,known limitation,Implementation-dependent,uniform/shared summary,summary,None
58,KBDL-CMP-053,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-008 decision packet,uniform/shared summary,summary,None
58,KBDL-CMP-053,notes,"KBDL-CMP-067, 069 map to KBDL-008 decision packet items 1 and 2 respectively",uniform/shared summary,summary,None
58,KBDL-CMP-054,blueprint section,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",uniform/shared summary,summary,None
58,KBDL-CMP-054,roadmap prompt,KBDL-008,uniform/shared summary,summary,None
58,KBDL-CMP-054,requirement id,"KBDL-CMP-052, 053, 054, 055, 062, 065, 067, 068, 069, 070",uniform/shared summary,summary,None
58,KBDL-CMP-054,specification location,"components-system.md §5, §7, §8, §9",uniform/shared summary,summary,None
58,KBDL-CMP-054,approval status,"KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070 Approved (restate KBDL-007's scope-control and accessible-naming rules, native-semantics-first rule, WCAG 1.3.1/1.4.1, and the adopted ARIA disclosure/region definitions); KBDL-CMP-067 (card-variant taxonomy), 069 (accordion open model) Recommended (new component-level taxonomy)",uniform/shared summary,summary,None
58,KBDL-CMP-054,provenance,"Confirmed for KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070; Assumed for KBDL-CMP-067, 069",uniform/shared summary,summary,None
58,KBDL-CMP-054,validation status,Not verified,inverse status per-ID map,resolved,None
58,KBDL-CMP-054,validation method,Manual semantic-structure and DOM-relationship review once implemented; project-owner review of KBDL-CMP-067/069 (not yet performed),uniform/shared summary,summary,None
58,KBDL-CMP-054,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
58,KBDL-CMP-054,known limitation,Implementation-dependent,uniform/shared summary,summary,None
58,KBDL-CMP-054,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-008 decision packet,uniform/shared summary,summary,None
58,KBDL-CMP-054,notes,"KBDL-CMP-067, 069 map to KBDL-008 decision packet items 1 and 2 respectively",uniform/shared summary,summary,None
58,KBDL-CMP-055,blueprint section,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",uniform/shared summary,summary,None
58,KBDL-CMP-055,roadmap prompt,KBDL-008,uniform/shared summary,summary,None
58,KBDL-CMP-055,requirement id,"KBDL-CMP-052, 053, 054, 055, 062, 065, 067, 068, 069, 070",uniform/shared summary,summary,None
58,KBDL-CMP-055,specification location,"components-system.md §5, §7, §8, §9",uniform/shared summary,summary,None
58,KBDL-CMP-055,approval status,"KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070 Approved (restate KBDL-007's scope-control and accessible-naming rules, native-semantics-first rule, WCAG 1.3.1/1.4.1, and the adopted ARIA disclosure/region definitions); KBDL-CMP-067 (card-variant taxonomy), 069 (accordion open model) Recommended (new component-level taxonomy)",uniform/shared summary,summary,None
58,KBDL-CMP-055,provenance,"Confirmed for KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070; Assumed for KBDL-CMP-067, 069",uniform/shared summary,summary,None
58,KBDL-CMP-055,validation status,Not verified,inverse status per-ID map,resolved,None
58,KBDL-CMP-055,validation method,Manual semantic-structure and DOM-relationship review once implemented; project-owner review of KBDL-CMP-067/069 (not yet performed),uniform/shared summary,summary,None
58,KBDL-CMP-055,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
58,KBDL-CMP-055,known limitation,Implementation-dependent,uniform/shared summary,summary,None
58,KBDL-CMP-055,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-008 decision packet,uniform/shared summary,summary,None
58,KBDL-CMP-055,notes,"KBDL-CMP-067, 069 map to KBDL-008 decision packet items 1 and 2 respectively",uniform/shared summary,summary,None
58,KBDL-CMP-062,blueprint section,"KBDL-007 ownership boundary; extended system-component contract; surface architecture; Container Surface, Panel, Card, Accordion, Static Data Table",uniform/shared summary,summary,None
58,KBDL-CMP-062,roadmap prompt,KBDL-008,uniform/shared summary,summary,None
58,KBDL-CMP-062,requirement id,"KBDL-CMP-052, 053, 054, 055, 062, 065, 067, 068, 069, 070",uniform/shared summary,summary,None
58,KBDL-CMP-062,specification location,"components-system.md §5, §7, §8, §9",uniform/shared summary,summary,None
58,KBDL-CMP-062,approval status,"KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070 Approved (restate KBDL-007's scope-control and accessible-naming rules, native-semantics-first rule, WCAG 1.3.1/1.4.1, and the adopted ARIA disclosure/region definitions); KBDL-CMP-067 (card-variant taxonomy), 069 (accordion open model) Recommended (new component-level taxonomy)",uniform/shared summary,summary,None
58,KBDL-CMP-062,provenance,"Confirmed for KBDL-CMP-052, 053, 054, 055, 062, 065, 068, 070; Assumed for KBDL-CMP-067, 069",uniform/shared summary,summary,None
58,KBDL-CMP-062,validation status,Not verified,inverse status per-ID map,resolved,None
58,KBDL-CMP-062,validation method,Manual semantic-structure and DOM-relationship review once implemented; project-owner review of KBDL-CMP-067/069 (not yet performed),uniform/shared summary,summary,None
