Requirement ID,Blueprint section,Blueprint section source,Roadmap prompt,Roadmap prompt source,Specification location,Specification location source,Lifecycle status,Lifecycle status source,Provenance,Provenance source,Validation classification,Validation classification source,Verified scope,Verified scope source,Not-verified scope,Not-verified scope source,Authority,Authority source,Validation method,Validation method source,Validation evidence,Validation evidence source,Known limitation,Known limitation source,Packet or tracking destination,Packet or tracking destination source,Pending dependencies,Pending dependencies source,Related decision,Related decision source,Notes or exclusions,Notes or exclusions source
KBDL-RSP-017,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#22-virtual-keyboard-behavior,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt",exact per-ID ledger,Manual mobile testing once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation- and device-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-018,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",exact per-ID ledger,Manual cross-input testing once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation- and device-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-019,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#24-hover-independent-discoverability,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation- and device-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-020,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#25-responsive-focus-management,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",exact per-ID ledger,Manual keyboard testing once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-021,Responsive motion behavior; performance and low-capability contexts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#26-responsive-motion-behavior,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Performance claims cannot be Verified without a real implementation to measure,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-022,Responsive motion behavior; performance and low-capability contexts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#27-performance-and-low-capability-contexts,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,exact per-ID ledger,Manual review; implementation-level performance measurement once an implementation exists,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Performance claims cannot be Verified without a real implementation to measure,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-THM-001,Theme architecture and semantic-role inventory,exact per-ID ledger,KBDL-004,exact per-ID ledger,themes/semantic-roles.md#1-semantic-role-inventory,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,Manual review of role usage against the inventory at each later module's approval gate,exact per-ID ledger,Not verified — no component module exists yet to check role usage against,exact per-ID ledger,Cannot be fully validated until component modules (CMP) exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-THM-002,Light/dark theme parity,exact per-ID ledger,KBDL-004,exact per-ID ledger,themes/semantic-roles.md#2-semantic-parity,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Verified,exact per-ID ledger,Verified (see semantic-roles.md §2 parity matrix),exact per-ID ledger,None,exact per-ID ledger,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,exact per-ID ledger,"Parity-matrix completeness check (performed, see validation.md)",exact per-ID ledger,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",exact per-ID ledger,None identified,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-THM-003,Theme-selection precedence — explicit-choice-over-system-preference core,exact per-ID ledger,KBDL-004 (narrowed KBDL-004-R1),exact per-ID ledger,themes/README.md#5-theme-selection-precedence,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",exact per-ID ledger,Manual review of precedence logic once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Cannot be validated until an implementation exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-THM-004,Theme preference persistence baseline,exact per-ID ledger,KBDL-004 (reclassified KBDL-004-R1),exact per-ID ledger,themes/README.md#7-persistence-guidance,exact per-ID ledger,Approved,exact per-ID ledger,"User-provided (project-owner approval, see KBDL-DEC-013)",exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified — approval authorizes this baseline; it does not itself constitute implementation validation,exact per-ID ledger,"Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",exact per-ID ledger,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened),exact per-ID ledger,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",exact per-ID ledger,Cannot be validated until an implementation exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,KBDL-DEC-013,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-THM-005,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,exact per-ID ledger,KBDL-004 (narrowed KBDL-004-R1),exact per-ID ledger,themes/adaptation.md#12-projects-must-not,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",exact per-ID ledger,Manual review of any project theme against the documented boundaries,exact per-ID ledger,Not verified — no project theme or PRO module exists yet,exact per-ID ledger,Cannot be fully validated until PRO requirements exist,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
