Requirement ID,Field name,Higher source value,Lower source value,Rule source,Computed result
KBDL-MOT-008,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-MOT-008,Provenance,User-provided,User-provided,Normative requirement record,PASS
KBDL-MOT-008,Validation classification,UNRESOLVED,Not applicable,Normative requirement record,PASS
KBDL-MOT-008,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-MOT-008,Not-verified scope,None,None,Unexecuted or excluded scope,PASS
KBDL-MOT-008,Authority,RESOLVED,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-007, as one timing system)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-MOT-008,Validation method,"Project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)); manual implementation review once an implementation exists.","Project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)); manual implementation review once an implementation exists",Normative method or independently approved evidence-method registry,PASS
KBDL-MOT-008,Validation evidence,"motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence",Existing evidence source or honest Not verified record,PASS
KBDL-MOT-008,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",Actual excluded or unverified scope,PASS
KBDL-MOT-008,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-MOT-008,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-MOT-008,Related decision,RESOLVED,KBDL-DEC-014,Approved decision register,PASS
KBDL-MOT-008,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-MOT-009,Requirement ID,KBDL-MOT-009,KBDL-MOT-009,Normative requirement record,PASS
KBDL-MOT-009,Blueprint section,Semantic timing classes; duration recommendations; easing categories and exact curves,Semantic timing classes; duration recommendations; easing categories and exact curves,Readable traceability group,PASS
KBDL-MOT-009,Roadmap prompt,KBDL-005,KBDL-005,Approved roadmap and module ownership,PASS
KBDL-MOT-009,Specification location,motion/timing-easing.md#3-easing-architecture,motion/timing-easing.md#3-easing-architecture,Containing normative Markdown section,PASS
KBDL-MOT-009,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-MOT-009,Provenance,User-provided,User-provided,Normative requirement record,PASS
KBDL-MOT-009,Validation classification,UNRESOLVED,Not applicable,Normative requirement record,PASS
KBDL-MOT-009,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-MOT-009,Not-verified scope,None,None,Unexecuted or excluded scope,PASS
KBDL-MOT-009,Authority,RESOLVED,"Approved (per KBDL-DEC-014, decision packet item 3)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-MOT-009,Validation method,"Manual conceptual review (performed, see [timing-easing.md §3](timing-easing.md#3-easing-architecture)); project-owner approval (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).","Manual conceptual review (performed, see [timing-easing.md §3](timing-easing.md#3-easing-architecture)); project-owner approval (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Normative method or independently approved evidence-method registry,PASS
KBDL-MOT-009,Validation evidence,"motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence",Existing evidence source or honest Not verified record,PASS
KBDL-MOT-009,Known limitation,"Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",Actual excluded or unverified scope,PASS
KBDL-MOT-009,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-MOT-009,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-MOT-009,Related decision,RESOLVED,KBDL-DEC-014,Approved decision register,PASS
KBDL-MOT-009,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-MOT-010,Requirement ID,KBDL-MOT-010,KBDL-MOT-010,Normative requirement record,PASS
KBDL-MOT-010,Blueprint section,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,Readable traceability group,PASS
KBDL-MOT-010,Roadmap prompt,KBDL-005,KBDL-005,Approved roadmap and module ownership,PASS
KBDL-MOT-010,Specification location,motion/foundations.md#6-spatial-movement,motion/foundations.md#6-spatial-movement,Containing normative Markdown section,PASS
KBDL-MOT-010,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-MOT-010,Provenance,User-provided,User-provided,Normative requirement record,PASS
KBDL-MOT-010,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-MOT-010,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-MOT-010,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-MOT-010,Authority,RESOLVED,"Approved (per KBDL-DEC-014, decision packet item 4)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-MOT-010,Validation method,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).","Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Normative method or independently approved evidence-method registry,PASS
KBDL-MOT-010,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-MOT-010,Known limitation,UNRESOLVED,Exact pixel/percentage movement and scale values are deferred to the Components module,Actual excluded or unverified scope,PASS
KBDL-MOT-010,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-MOT-010,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-MOT-010,Related decision,RESOLVED,KBDL-DEC-014,Approved decision register,PASS
KBDL-MOT-010,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-MOT-011,Requirement ID,KBDL-MOT-011,KBDL-MOT-011,Normative requirement record,PASS
KBDL-MOT-011,Blueprint section,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,Spatial-movement constraints; choreography and sequencing; entrance/exit behavior,Readable traceability group,PASS
KBDL-MOT-011,Roadmap prompt,KBDL-005,KBDL-005,Approved roadmap and module ownership,PASS
KBDL-MOT-011,Specification location,motion/foundations.md#5-choreography-and-sequencing,motion/foundations.md#5-choreography-and-sequencing,Containing normative Markdown section,PASS
KBDL-MOT-011,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-MOT-011,Provenance,User-provided,User-provided,Normative requirement record,PASS
KBDL-MOT-011,Validation classification,UNRESOLVED,Not verified,Normative requirement record,PASS
KBDL-MOT-011,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-MOT-011,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-MOT-011,Authority,RESOLVED,"Approved (per KBDL-DEC-014, decision packet item 5)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-MOT-011,Validation method,"Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved)).","Manual review once implemented; project-owner review (performed, see [KBDL-DEC-014](../decision-register.md#kbdl-dec-014--kbdl-005-motion-decisions-approved))",Normative method or independently approved evidence-method registry,PASS
KBDL-MOT-011,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-MOT-011,Known limitation,UNRESOLVED,Exact pixel/percentage movement and scale values are deferred to the Components module,Actual excluded or unverified scope,PASS
KBDL-MOT-011,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-MOT-011,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-MOT-011,Related decision,RESOLVED,KBDL-DEC-014,Approved decision register,PASS
KBDL-MOT-011,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
