Requirement ID,Field name,Ownership class,Primary basis,Derivation rule,Authoritative expected value,Normative value,Governance resolution,Ledger value,Readable-group value,Readable-group classification,Effective value,Precedence result,Conflict result,Validation result
KBDL-CMP-096,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-096,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-097,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-097,KBDL-CMP-097,PASS,KBDL-CMP-097,MISSING,Missing,KBDL-CMP-097,PASS,None,PASS
KBDL-CMP-097,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",ABSENT,PASS,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",MISSING,Missing,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",PASS,None,PASS
KBDL-CMP-097,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-097,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#15-system-state-architecture,ABSENT,PASS,components-system.md#15-system-state-architecture,MISSING,Missing,components-system.md#15-system-state-architecture,PASS,None,PASS
KBDL-CMP-097,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-097,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-097,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-097,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-097,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-097,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Approved (restates KBDL-A11Y-031 and the locked component-state-clarity rule, principles.md §5.1)",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-097,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"Manual review once implemented. System states are distinguished at component, section, page, and application level; see [§16](#16-required-system-state-components) for each required state's cause, recovery behavior, and difference from adjacent states.","Manual review once implemented. System states are distinguished at component, section, page, and application level; see [§16](#16-required-system-state-components) for each required state's cause, recovery behavior, and difference from adjacent states.",PASS,"Manual review once implemented. System states are distinguished at component, section, page, and application level; see [§16](#16-required-system-state-components) for each required state's cause, recovery behavior, and difference from adjacent states",MISSING,Missing,"Manual review once implemented. System states are distinguished at component, section, page, and application level; see [§16](#16-required-system-state-components) for each required state's cause, recovery behavior, and difference from adjacent states.",PASS,None,PASS
KBDL-CMP-097,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-097,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,KBDL-CMP-105 additionally cites the unapproved KBDL-RSP-011 as related context; KBDL-CMP-111 additionally depends on the eventual KBDL-RSP-002 value for its exact trigger point,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-097,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-097,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-097,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-097,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-098,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-098,KBDL-CMP-098,PASS,KBDL-CMP-098,MISSING,Missing,KBDL-CMP-098,PASS,None,PASS
KBDL-CMP-098,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",ABSENT,PASS,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",MISSING,Missing,"Feedback architecture; Inline Feedback, Alert, Banner, Toast/Snackbar, Status Region/Log, Badge, Progress Indicator, Meter, Skeleton",PASS,None,PASS
KBDL-CMP-098,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-008,ABSENT,PASS,KBDL-008,MISSING,Missing,KBDL-008,PASS,None,PASS
KBDL-CMP-098,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,components-system.md#161-loading-state,ABSENT,PASS,components-system.md#161-loading-state,MISSING,Missing,components-system.md#161-loading-state,PASS,None,PASS
KBDL-CMP-098,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-CMP-098,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-CMP-098,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-098,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-098,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-CMP-098,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Approved (extends the already-Approved KBDL-007 submit-loading/duplicate-submission-prevention contract, components-core.md §23, to the surface-level loading indicator); project-owner-approved KBDL-007/008 implementation prompt",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-098,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"Manual review once implemented. ### 16.2 Empty State Genuine absence of content, distinct from a first-use state, a user- cleared state, and a permission-limited state. The exact empty-state taxonomy, illustration policy, and action hierarchy are new policy, and this state is explicitly distinguished from No-Results below:","Manual review once implemented. ### 16.2 Empty State Genuine absence of content, distinct from a first-use state, a user- cleared state, and a permission-limited state. The exact empty-state taxonomy, illustration policy, and action hierarchy are new policy, and this state is explicitly distinguished from No-Results below:",PASS,"Manual review once implemented. ### 16.2 Empty State Genuine absence of content, distinct from a first-use state, a user- cleared state, and a permission-limited state. The exact empty-state taxonomy, illustration policy, and action hierarchy are new policy, and this state is explicitly distinguished from No-Results below:",MISSING,Missing,"Manual review once implemented. ### 16.2 Empty State Genuine absence of content, distinct from a first-use state, a user- cleared state, and a permission-limited state. The exact empty-state taxonomy, illustration policy, and action hierarchy are new policy, and this state is explicitly distinguished from No-Results below:",PASS,None,PASS
KBDL-CMP-098,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,MISSING,Missing,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-CMP-098,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Implementation-dependent,MISSING,Missing,UNRESOLVED,PASS,None,FAIL
KBDL-CMP-098,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-CMP-098,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-CMP-098,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-CMP-098,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,MISSING,Missing,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-CMP-099,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-CMP-099,KBDL-CMP-099,PASS,KBDL-CMP-099,MISSING,Missing,KBDL-CMP-099,PASS,None,PASS
KBDL-CMP-099,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",ABSENT,PASS,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",MISSING,Missing,"System-state architecture; Loading, Empty, No-Results, Error, Offline/Reconnecting, Permission Denied, Not Found, Maintenance/Degraded, System Status; complex-presentation architecture; Interactive Grid, Tree/Treegrid, Carousel, Data Visualization; responsive transformation policy; security/privacy and profile-compatibility baselines",PASS,None,PASS
