Requirement ID,Field name,Raw group field,Parsed grammar,Group value,Group classification,Overriding status,Ledger value,Comparison,Result
KBDL-CUS-019,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-CUS-019,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-CUS-019,Authority,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Broad descriptive summary,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Non-overriding summary,No,Approved KBDL-008 requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,SUMMARY,PASS
KBDL-CUS-019,Validation method,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Combined method/evidence summary,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Non-overriding summary,No,System-component contract audit,SUMMARY,PASS
KBDL-CUS-019,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — validation method has not been executed,NOT COMPARABLE,PASS
KBDL-CUS-019,Known limitation,No project implementation exists; every listed earlier recommendation remains excluded.,Broad descriptive summary,No project implementation exists; every listed earlier recommendation remains excluded.,Non-overriding summary,No,Pending KBDL-008 items remain excluded,SUMMARY,PASS
KBDL-CUS-019,Packet or tracking destination,`013`–`022`: None — Approved.,Range mapping,None — Approved.,Exact per-ID mapping,Yes,None — Approved,AGREE,PASS
KBDL-CUS-019,Pending dependencies,"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Range mapping,None,Exact per-ID mapping,Yes,None,AGREE,PASS
KBDL-CUS-019,Related decision,None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-CUS-019,Notes or exclusions,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-CUS-020,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-CUS-020,NOT COMPARABLE,PASS
KBDL-CUS-020,Blueprint section,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Yes,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,AGREE,PASS
KBDL-CUS-020,Roadmap prompt,KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,KBDL-010,AGREE,PASS
KBDL-CUS-020,Specification location,MISSING,Missing,MISSING,Missing,No,customization.md#23-project-profile-customization,NOT COMPARABLE,PASS
KBDL-CUS-020,Lifecycle status,All Approved.,Uniform status default,Approved,Uniform default,Yes,Approved,AGREE,PASS
KBDL-CUS-020,Provenance,All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,Confirmed,AGREE,PASS
KBDL-CUS-020,Validation classification,Not verified,Uniform status default,Not verified,Uniform default,Yes,Not verified,AGREE,PASS
KBDL-CUS-020,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-CUS-020,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-CUS-020,Authority,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Broad descriptive summary,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Non-overriding summary,No,"Approved KBDL-PRO-001–008, 010–015, 019–026 plus mandatory KBDL-010 boundary",SUMMARY,PASS
KBDL-CUS-020,Validation method,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Combined method/evidence summary,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Non-overriding summary,No,Profile-invariant audit,SUMMARY,PASS
KBDL-CUS-020,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — validation method has not been executed,NOT COMPARABLE,PASS
KBDL-CUS-020,Known limitation,No project implementation exists; every listed earlier recommendation remains excluded.,Broad descriptive summary,No project implementation exists; every listed earlier recommendation remains excluded.,Non-overriding summary,No,Pending KBDL-009 policies remain excluded,SUMMARY,PASS
KBDL-CUS-020,Packet or tracking destination,`013`–`022`: None — Approved.,Range mapping,None — Approved.,Exact per-ID mapping,Yes,None — Approved,AGREE,PASS
KBDL-CUS-020,Pending dependencies,"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Range mapping,None,Exact per-ID mapping,Yes,None,AGREE,PASS
KBDL-CUS-020,Related decision,None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-CUS-020,Notes or exclusions,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-CUS-021,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-CUS-021,NOT COMPARABLE,PASS
KBDL-CUS-021,Blueprint section,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Yes,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,AGREE,PASS
KBDL-CUS-021,Roadmap prompt,KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,KBDL-010,AGREE,PASS
KBDL-CUS-021,Specification location,MISSING,Missing,MISSING,Missing,No,customization.md#25-security-privacy-correctness-and-data-integrity,NOT COMPARABLE,PASS
KBDL-CUS-021,Lifecycle status,All Approved.,Uniform status default,Approved,Uniform default,Yes,Approved,AGREE,PASS
KBDL-CUS-021,Provenance,All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,Confirmed,AGREE,PASS
KBDL-CUS-021,Validation classification,Not verified,Uniform status default,Not verified,Uniform default,Yes,Not verified,AGREE,PASS
KBDL-CUS-021,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-CUS-021,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-CUS-021,Authority,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Broad descriptive summary,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Non-overriding summary,No,Prior Approved security/correctness requirements plus mandatory KBDL-010 boundary; project-owner-approved KBDL-010 implementation prompt,SUMMARY,PASS
KBDL-CUS-021,Validation method,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Combined method/evidence summary,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Non-overriding summary,No,Security/privacy/correctness review,SUMMARY,PASS
KBDL-CUS-021,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — validation method has not been executed,NOT COMPARABLE,PASS
KBDL-CUS-021,Known limitation,No project implementation exists; every listed earlier recommendation remains excluded.,Broad descriptive summary,No project implementation exists; every listed earlier recommendation remains excluded.,Non-overriding summary,No,Backend architecture is out of scope,SUMMARY,PASS
KBDL-CUS-021,Packet or tracking destination,`013`–`022`: None — Approved.,Range mapping,None — Approved.,Exact per-ID mapping,Yes,None — Approved,AGREE,PASS
KBDL-CUS-021,Pending dependencies,"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Range mapping,None,Exact per-ID mapping,Yes,None,AGREE,PASS
KBDL-CUS-021,Related decision,None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-CUS-021,Notes or exclusions,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-CUS-022,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-CUS-022,NOT COMPARABLE,PASS
KBDL-CUS-022,Blueprint section,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,Uniform default,Yes,Foundations; themes; motion; responsive; accessibility; core/system components; Profiles; security/correctness; handoff,AGREE,PASS
KBDL-CUS-022,Roadmap prompt,KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,KBDL-010,AGREE,PASS
KBDL-CUS-022,Specification location,MISSING,Missing,MISSING,Missing,No,customization.md#13-implementation-handoff-boundary,NOT COMPARABLE,PASS
KBDL-CUS-022,Lifecycle status,All Approved.,Uniform status default,Approved,Uniform default,Yes,Approved,AGREE,PASS
KBDL-CUS-022,Provenance,All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,Confirmed,AGREE,PASS
KBDL-CUS-022,Validation classification,Not verified,Uniform status default,Not verified,Uniform default,Yes,Not verified,AGREE,PASS
KBDL-CUS-022,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-CUS-022,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-CUS-022,Authority,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Broad descriptive summary,Approved owning-module requirements plus explicit mandatory KBDL-010 preservation clauses; exact source appears per normative record.,Non-overriding summary,No,Mandatory KBDL-010 handoff and scope clauses; project-owner-approved KBDL-010 implementation prompt,SUMMARY,PASS
KBDL-CUS-022,Validation method,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Combined method/evidence summary,"Owning-module value, parity, safety, outcome, WCAG, component-contract, invariant, security, or handoff audit; evidence Not verified.",Non-overriding summary,No,Handoff-record and artifact audit,SUMMARY,PASS
KBDL-CUS-022,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — validation method has not been executed,NOT COMPARABLE,PASS
KBDL-CUS-022,Known limitation,No project implementation exists; every listed earlier recommendation remains excluded.,Broad descriptive summary,No project implementation exists; every listed earlier recommendation remains excluded.,Non-overriding summary,No,No implementation handoff exists,SUMMARY,PASS
KBDL-CUS-022,Packet or tracking destination,`013`–`022`: None — Approved.,Per-ID clause mapping,None — Approved.,Exact per-ID mapping,Yes,None — Approved,AGREE,PASS
KBDL-CUS-022,Pending dependencies,"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Per-ID clause mapping,None,Exact per-ID mapping,Yes,None,AGREE,PASS
KBDL-CUS-022,Related decision,None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,None,SUMMARY,PASS
