Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-MOT-004,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (structural requirement; the categories' exact intensity defaults remain Recommended, see KBDL-MOT-006)","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","Manual completeness review per category (performed); project-owner review of the hierarchy/intensity model (performed, see KBDL-DEC-014)",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,PASS,None
KBDL-MOT-005,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (per KBDL-DEC-014; the specific five-level structure and names were new KBDL-005 policy until this approval),"motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","Manual completeness review per category (performed); project-owner review of the hierarchy/intensity model (performed, see KBDL-DEC-014)",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,PASS,None
KBDL-MOT-006,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 14)","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","motion/foundations.md §2, §3, §4","Manual completeness review per category (performed); project-owner review of the hierarchy/intensity model (performed, see KBDL-DEC-014)",Manual review recorded in motion/validation.md §1,"Exceptional-level (Level 4) usage requires project-owner review each time; not yet exercised, since no implementation exists",None — Approved,None,PASS,None
KBDL-MOT-007,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-008, as one timing system)","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","Manual internal-consistency review (performed, see motion/validation.md §2); project-owner review (performed, see KBDL-DEC-014); implementation-level review once an implementation exists","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,PASS,None
KBDL-MOT-008,Approved,Approved,User-provided,User-provided,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 2, together with KBDL-MOT-007, as one timing system)","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","Manual internal-consistency review (performed, see motion/validation.md §2); project-owner review (performed, see KBDL-DEC-014); implementation-level review once an implementation exists","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,PASS,None
KBDL-MOT-009,Approved,Approved,User-provided,User-provided,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 3)","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","motion/timing-easing.md §1, §2, §3","Manual internal-consistency review (performed, see motion/validation.md §2); project-owner review (performed, see KBDL-DEC-014); implementation-level review once an implementation exists","motion/validation.md §2 — every value has a stated purpose, exit durations are equal to or shorter than paired entrances, and no value is marked Verified without implementation evidence","Approval is a lifecycle decision, not implementation validation; these values must not be treated as Verified until an implementation exists and is measured",None — Approved,None,PASS,None
KBDL-MOT-010,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 4)","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","Manual review once implemented; project-owner review of KBDL-MOT-010/011 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,PASS,None
KBDL-MOT-011,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 5)","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","Manual review once implemented; project-owner review of KBDL-MOT-010/011 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,PASS,None
KBDL-MOT-012,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates the safety/correctness priority already established in KBDL-PRN-002 and §3.3),"motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","motion/foundations.md §6, §5, §7","Manual review once implemented; project-owner review of KBDL-MOT-010/011 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact pixel/percentage movement and scale values are deferred to the Components module,None — Approved,None,PASS,None
KBDL-MOT-013,Approved,Approved,User-provided,User-provided,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (per KBDL-DEC-014, decision packet item 15)",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-014,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates Technical Utility's ""visible progress"" and ""error prevention"" qualities); project-owner-approved KBDL-005 implementation prompt",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-015,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (directly restates accessibility's requirement for a non-gesture equivalent); project-owner-approved KBDL-005 implementation prompt,motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-016,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates the locked component-state-clarity rule — ""must not rely on color/motion alone"" — and Accessibility by Default); project-owner-approved KBDL-005 implementation prompt",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-017,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates the locked Motion Purpose rule that continuous motion must be controlled, and the already-Approved reduced-motion requirement KBDL-THM-012a)",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-018,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates accessibility's requirement that content remain accessible without script/animation, and the reduced-motion requirement); project-owner-approved KBDL-005 implementation prompt",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-MOT-019,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 AA's autoplay-with-sound prohibition and pause/stop requirement, already adopted under KBDL-DEC-010)",motion/patterns.md §1–§7,motion/patterns.md §1–§7,motion/patterns.md §1–§7,"Manual review once implemented; project-owner review of KBDL-MOT-013 (performed, see KBDL-DEC-014)",Not verified — no implementation exists yet,Exact repetition limits (attention motion) and scroll thresholds remain qualitative pending implementation-level review,None — Approved,None,PASS,None
